Name_ID,BlockGp_ID,Final_Prioity_Score,OSDS_count,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
Oahu: : BkGp#9: CPs=24,9,34.88382764288814,24,1.0,High,1.0
Oahu: : BkGp#11: CPs=42,11,35.775219886618004,42,0.9761904761904762,High,1.0
Oahu: : BkGp#27: CPs=24,27,28.595319642186652,24,0.0,Medium,2.0
Oahu: : BkGp#33: CPs=146,33,26.384091425146547,146,0.0,Medium,2.0
BI: : BkGp#43: CPs=114,43,31.925010452499563,114,1.0,High,1.0
BI: : BkGp#46: CPs=29,46,34.62394758074538,29,1.0,High,1.0
BI: : BkGp#47: CPs=119,47,23.627377833632735,119,0.7142857142857143,Low,3.0
Oahu: : BkGp#66: CPs=37,66,31.477269999729817,37,1.0,Medium,2.0
Oahu: : BkGp#71: CPs=43,71,31.584269283690215,43,0.0,High,1.0
Oahu: : BkGp#84: CPs=82,84,30.55408873851528,82,0.0,Medium,2.0
BI: : BkGp#90: CPs=259,90,29.606058502554546,259,0.9922779922779923,Medium,2.0
BI: : BkGp#91: CPs=39,91,23.225996494679528,39,1.0,Low,3.0
BI: : BkGp#92: CPs=199,92,25.761539827762146,199,1.0,Medium,2.0
BI: : BkGp#93: CPs=106,93,26.39613971206353,106,1.0,Medium,2.0
BI: : BkGp#94: CPs=37,94,23.772569884066304,37,1.0,Low,3.0
Oahu: : BkGp#98: CPs=35,98,23.678569442981942,35,0.6285714285714286,Low,3.0
Oahu: : BkGp#105: CPs=25,105,22.24016428428066,25,0.0,Low,3.0
Oahu: : BkGp#111: CPs=36,111,35.14979441583783,36,0.0,High,1.0
Oahu: : BkGp#112: CPs=28,112,21.618708499710287,28,0.0,Low,3.0
BI: : BkGp#140: CPs=65,140,21.07275435916472,65,1.0,Low,3.0
BI: : BkGp#141: CPs=155,141,19.682310641901235,155,0.9741935483870968,Low,3.0
BI: : BkGp#142: CPs=26,142,20.432526244545684,26,1.0,Low,3.0
BI: : BkGp#143: CPs=46,143,26.911089895031065,46,1.0,Medium,2.0
BI: : BkGp#144: CPs=83,144,22.048295380483367,83,1.0,Low,3.0
BI: : BkGp#145: CPs=65,145,25.885267128397746,65,0.7076923076923077,Medium,2.0
BI: : BkGp#146: CPs=43,146,26.136259175542058,43,1.0,Medium,2.0
BI: : BkGp#147: CPs=156,147,20.234953909404595,156,0.9166666666666666,Low,3.0
Oahu: : BkGp#155: CPs=30,155,25.975729502246512,30,0.0,Medium,2.0
BI: : BkGp#185: CPs=30,185,17.411165780191013,30,0.0,Low,3.0
BI: : BkGp#186: CPs=34,186,17.86387325891523,34,0.0,Low,3.0
BI: : BkGp#187: CPs=98,187,14.601723995611376,98,0.0,Low,3.0
BI: : BkGp#188: CPs=463,188,11.46724978666558,463,0.023758099352051837,Low,3.0
BI: : BkGp#189: CPs=36,189,21.334904573114045,36,0.0,Low,3.0
BI: : BkGp#190: CPs=44,190,15.759235555173621,44,0.0,Low,3.0
BI: : BkGp#191: CPs=86,191,16.511739020276615,86,0.0,Low,3.0
BI: : BkGp#192: CPs=81,192,17.271958711438607,81,0.0,Low,3.0
BI: : BkGp#193: CPs=133,193,28.078500077004033,133,0.24060150375939848,Medium,2.0
BI: : BkGp#194: CPs=461,194,23.97818131362197,461,0.0021691973969631237,Low,3.0
BI: : BkGp#195: CPs=27,195,32.10046036805605,27,0.9629629629629629,High,1.0
BI: : BkGp#197: CPs=38,197,21.976664406768815,38,0.0,Low,3.0
BI: : BkGp#198: CPs=43,198,19.576148102022312,43,0.0,Low,3.0
BI: : BkGp#200: CPs=447,200,27.81410098871153,447,0.0,Medium,2.0
BI: : BkGp#201: CPs=196,201,24.521292546624647,196,0.0,Low,3.0
BI: : BkGp#202: CPs=319,202,25.414995898639,319,0.30094043887147337,Low,3.0
BI: : BkGp#203: CPs=84,203,22.559520494674796,84,0.20238095238095238,Low,3.0
BI: : BkGp#204: CPs=54,204,24.528244005563767,54,0.2777777777777778,Low,3.0
BI: : BkGp#206: CPs=85,206,34.902643295544976,85,1.0,High,1.0
BI: : BkGp#207: CPs=31,207,17.233272260737138,31,0.0,Low,3.0
BI: : BkGp#208: CPs=21,208,18.54425941462945,21,0.0,Low,3.0
BI: : BkGp#209: CPs=34,209,20.8775960882467,34,0.0,Low,3.0
BI: : BkGp#210: CPs=82,210,18.33207703873975,82,0.0,Low,3.0
BI: : BkGp#211: CPs=375,211,21.975203289248025,375,0.0,Low,3.0
BI: : BkGp#212: CPs=217,212,23.85390842581318,217,0.018433179723502304,Low,3.0
BI: : BkGp#213: CPs=298,213,12.264034475395404,298,0.0,Low,3.0
BI: : BkGp#214: CPs=71,214,15.841479334226662,71,0.0,Low,3.0
BI: : BkGp#215: CPs=230,215,18.165537273192378,230,0.08260869565217391,Low,3.0
BI: : BkGp#216: CPs=65,216,26.109077898599423,65,1.0,Medium,2.0
BI: : BkGp#217: CPs=82,217,27.597093362522223,82,1.0,Medium,2.0
Oahu: : BkGp#225: CPs=23,225,17.90088444357157,23,0.0,Low,3.0
Oahu: : BkGp#259: CPs=104,259,44.20771047291335,104,1.0,High,1.0
Oahu: : BkGp#262: CPs=156,262,42.54126848014396,156,0.0,High,1.0
Oahu: : BkGp#263: CPs=83,263,41.49137832694108,83,0.0,High,1.0
BI: : BkGp#264: CPs=277,264,23.425642227437585,277,1.0,Low,3.0
BI: : BkGp#265: CPs=90,265,17.303672501252212,90,1.0,Low,3.0
BI: : BkGp#266: CPs=29,266,11.70322455733262,29,1.0,Low,3.0
BI: : BkGp#267: CPs=94,267,15.304096730279175,94,1.0,Low,3.0
BI: : BkGp#268: CPs=65,268,14.086103827399793,65,1.0,Low,3.0
BI: : BkGp#269: CPs=74,269,15.8908100837241,74,0.21621621621621623,Low,3.0
BI: : BkGp#270: CPs=123,270,18.790849227892092,123,0.024390243902439025,Low,3.0
BI: : BkGp#271: CPs=71,271,12.219869363795691,71,0.7464788732394366,Low,3.0
BI: : BkGp#272: CPs=731,272,16.437792399575084,731,1.0,Low,3.0
BI: : BkGp#273: CPs=216,273,12.98745493122847,216,0.0,Low,3.0
BI: : BkGp#274: CPs=246,274,24.16515973776168,246,0.0,Low,3.0
Oahu: : BkGp#276: CPs=59,276,29.289211638216813,59,0.559322033898305,Medium,2.0
Oahu: : BkGp#311: CPs=205,311,32.5402238832709,205,0.2926829268292683,High,1.0
Oahu: : BkGp#314: CPs=99,314,34.62882536098471,99,0.0,High,1.0
Oahu: : BkGp#315: CPs=96,315,41.361473048409024,96,1.0,High,1.0
Oahu: : BkGp#317: CPs=27,317,31.26679953824836,27,0.0,Medium,2.0
Oahu: : BkGp#319: CPs=43,319,34.57630471553251,43,0.0,High,1.0
BI: : BkGp#320: CPs=174,320,29.5837315348791,174,0.9367816091954023,Medium,2.0
BI: : BkGp#321: CPs=626,321,16.989107169550305,626,0.0,Low,3.0
BI: : BkGp#322: CPs=63,322,15.759217840797561,63,0.0,Low,3.0
BI: : BkGp#323: CPs=38,323,33.63246570672454,38,0.9473684210526315,High,1.0
BI: : BkGp#324: CPs=31,324,36.49102034503102,31,1.0,High,1.0
BI: : BkGp#325: CPs=26,325,36.549022798241886,26,0.9615384615384616,High,1.0
BI: : BkGp#326: CPs=89,326,24.387120331320997,89,0.0,Low,3.0
BI: : BkGp#327: CPs=81,327,24.513179370480444,81,0.0,Low,3.0
BI: : BkGp#329: CPs=38,329,19.83060421936614,38,0.34210526315789475,Low,3.0
BI: : BkGp#330: CPs=55,330,35.63404435094906,55,1.0,High,1.0
Oahu: : BkGp#347: CPs=56,347,28.670740816691225,56,0.0,Medium,2.0
Oahu: : BkGp#363: CPs=63,363,40.25401201876728,63,1.0,High,1.0
BI: : BkGp#370: CPs=35,370,26.939793712988443,35,1.0,Medium,2.0
BI: : BkGp#372: CPs=496,372,21.78188525241798,496,1.0,Low,3.0
BI: : BkGp#373: CPs=55,373,17.42392678865671,55,1.0,Low,3.0
BI: : BkGp#374: CPs=469,374,25.577885118307947,469,0.2942430703624733,Medium,2.0
BI: : BkGp#375: CPs=45,375,38.369288443422676,45,1.0,High,1.0
BI: : BkGp#376: CPs=227,376,28.959233173923533,227,0.0,Medium,2.0
Oahu: : BkGp#378: CPs=25,378,27.984460080452642,25,0.0,Medium,2.0
Oahu: : BkGp#385: CPs=87,385,35.180627367238166,87,1.0,High,1.0
Oahu: : BkGp#388: CPs=23,388,36.08292818939923,23,0.0,High,1.0
Oahu: : BkGp#399: CPs=156,399,37.35482401182023,156,0.16666666666666666,High,1.0
Oahu: : BkGp#408: CPs=151,408,39.053240869951225,151,0.0,High,1.0
BI: : BkGp#420: CPs=35,420,16.464149718554502,35,0.0,Low,3.0
BI: : BkGp#421: CPs=222,421,27.973053242667802,222,0.5990990990990991,Medium,2.0
BI: : BkGp#422: CPs=109,422,36.63211457645475,109,0.45871559633027525,High,1.0
BI: : BkGp#423: CPs=36,423,35.248780244571876,36,1.0,High,1.0
BI: : BkGp#425: CPs=376,425,29.563595249592023,376,0.0,Medium,2.0
BI: : BkGp#426: CPs=263,426,30.592568857652484,263,0.0,Medium,2.0
BI: : BkGp#427: CPs=256,427,19.335809940342408,256,0.0,Low,3.0
BI: : BkGp#428: CPs=631,428,23.41439844268016,631,0.8351822503961965,Low,3.0
BI: : BkGp#429: CPs=371,429,28.987228245765575,371,0.0,Medium,2.0
BI: : BkGp#430: CPs=24,430,24.245451113579424,24,0.7083333333333334,Low,3.0
BI: : BkGp#431: CPs=108,431,23.183588849382854,108,1.0,Low,3.0
BI: : BkGp#432: CPs=317,432,26.211816447217643,317,0.0,Medium,2.0
Oahu: : BkGp#439: CPs=24,439,28.550615900320693,24,0.0,Medium,2.0
Oahu: : BkGp#460: CPs=280,460,31.50292416075996,280,0.0,Medium,2.0
Oahu: : BkGp#461: CPs=248,461,43.981624159919,248,0.0,High,1.0
Oahu: : BkGp#462: CPs=42,462,28.068893756082872,42,0.0,Medium,2.0
Oahu: : BkGp#467: CPs=40,467,32.717659084078626,40,0.9,High,1.0
Oahu: : BkGp#498: CPs=43,498,48.87296747236216,43,1.0,High,1.0
Oahu: : BkGp#556: CPs=148,556,25.476104076197146,148,0.9594594594594594,Low,3.0
Oahu: : BkGp#559: CPs=24,559,31.918366483228166,24,0.875,High,1.0
Oahu: : BkGp#563: CPs=80,563,23.846439815499025,80,0.0,Low,3.0
Oahu: : BkGp#576: CPs=95,576,33.15392936562197,95,0.9157894736842105,High,1.0
Oahu: : BkGp#592: CPs=77,592,22.47842641059131,77,1.0,Low,3.0
Oahu: : BkGp#595: CPs=51,595,24.391993858327584,51,0.0196078431372549,Low,3.0
Oahu: : BkGp#608: CPs=45,608,19.48608221257597,45,0.9111111111111111,Low,3.0
Oahu: : BkGp#618: CPs=47,618,40.44658411824463,47,0.0,High,1.0
BI: : BkGp#652: CPs=24,652,23.935881471996,24,0.0,Low,3.0
BI: : BkGp#654: CPs=137,654,21.733270339314405,137,1.0,Low,3.0
Kauai: : BkGp#697: CPs=21,697,24.89293984490328,21,0.0,Low,3.0
Kauai: : BkGp#698: CPs=32,698,23.910407394888296,32,0.0,Low,3.0
Kauai: : BkGp#699: CPs=46,699,35.026752169684535,46,1.0,High,1.0
Kauai: : BkGp#701: CPs=170,701,21.481284788241233,170,0.0,Low,3.0
Kauai: : BkGp#702: CPs=29,702,39.997316107498534,29,1.0,High,1.0
Kauai: : BkGp#704: CPs=172,704,30.215551241648527,172,0.03488372093023256,Medium,2.0
Kauai: : BkGp#705: CPs=96,705,30.655951008602475,96,0.010416666666666666,Medium,2.0
Kauai: : BkGp#706: CPs=116,706,27.514143225295168,116,0.9827586206896551,Medium,2.0
Kauai: : BkGp#710: CPs=77,710,41.761249609980986,77,0.0,High,1.0
Kauai: : BkGp#711: CPs=72,711,41.72430501900054,72,0.0,High,1.0
Kauai: : BkGp#712: CPs=105,712,38.913854788371275,105,0.0,High,1.0
Kauai: : BkGp#714: CPs=72,714,28.763805201840185,72,0.0,Medium,2.0
Kauai: : BkGp#716: CPs=27,716,26.787933012311814,27,0.0,Medium,2.0
Kauai: : BkGp#718: CPs=55,718,31.30705294706093,55,0.0,Medium,2.0
Kauai: : BkGp#722: CPs=418,722,25.016565547797846,418,0.3588516746411483,Low,3.0
Kauai: : BkGp#723: CPs=186,723,28.236703128055197,186,0.0,Medium,2.0
Kauai: : BkGp#724: CPs=62,724,39.43284911296906,62,1.0,High,1.0
Kauai: : BkGp#725: CPs=89,725,30.443662751720964,89,0.9887640449438202,Medium,2.0
Kauai: : BkGp#726: CPs=379,726,27.862696863508987,379,0.9815303430079155,Medium,2.0
Kauai: : BkGp#727: CPs=57,727,38.05138742415587,57,1.0,High,1.0
Kauai: : BkGp#728: CPs=206,728,16.983316866716144,206,0.9660194174757282,Low,3.0
Kauai: : BkGp#730: CPs=133,730,17.128819944187526,133,0.8947368421052632,Low,3.0
Kauai: : BkGp#731: CPs=129,731,16.656026896499466,129,1.0,Low,3.0
Kauai: : BkGp#732: CPs=140,732,17.039465288317334,140,1.0,Low,3.0
Kauai: : BkGp#733: CPs=84,733,19.877267971403178,84,1.0,Low,3.0
Kauai: : BkGp#734: CPs=172,734,49.28327376716577,172,1.0,High,1.0
Kauai: : BkGp#736: CPs=830,736,19.411006996249867,830,0.0,Low,3.0
Kauai: : BkGp#737: CPs=165,737,39.15434411382197,165,0.06666666666666667,High,1.0
Kauai: : BkGp#739: CPs=23,739,17.674119670788745,23,0.043478260869565216,Low,3.0
Kauai: : BkGp#740: CPs=267,740,37.390430703421714,267,1.0,High,1.0
Kauai: : BkGp#741: CPs=56,741,33.05929822163185,56,1.0,High,1.0
Kauai: : BkGp#742: CPs=73,742,30.84446939500777,73,0.136986301369863,Medium,2.0
Kauai: : BkGp#743: CPs=34,743,30.423247200378487,34,0.9117647058823529,Medium,2.0
Kauai: : BkGp#744: CPs=71,744,35.35704469426528,71,0.8873239436619719,High,1.0
Kauai: : BkGp#745: CPs=101,745,29.43477275132522,101,0.9900990099009901,Medium,2.0
Kauai: : BkGp#746: CPs=72,746,23.45835706012547,72,1.0,Low,3.0
Kauai: : BkGp#747: CPs=232,747,22.064637071960636,232,1.0,Low,3.0
Kauai: : BkGp#748: CPs=72,748,34.295394545189055,72,0.0,High,1.0
Maui: : BkGp#749: CPs=96,749,29.140383408783435,96,0.0,Medium,2.0
Maui: : BkGp#762: CPs=362,762,28.276018541455908,362,1.0,Medium,2.0
Maui: : BkGp#763: CPs=113,763,31.162285096247537,113,1.0,Medium,2.0
Maui: : BkGp#768: CPs=284,768,22.67034457290222,284,1.0,Low,3.0
Maui: : BkGp#769: CPs=86,769,21.339220629383885,86,1.0,Low,3.0
Maui: : BkGp#771: CPs=61,771,22.848549970521344,61,1.0,Low,3.0
Maui: : BkGp#772: CPs=161,772,23.245444733670432,161,1.0,Low,3.0
Maui: : BkGp#773: CPs=108,773,22.44401651256162,108,1.0,Low,3.0
Maui: : BkGp#781: CPs=35,781,39.1459177847505,35,0.0,High,1.0
Maui: : BkGp#790: CPs=260,790,19.01569960674497,260,0.3423076923076923,Low,3.0
Maui: : BkGp#791: CPs=322,791,23.013313770999005,322,1.0,Low,3.0
Maui: : BkGp#792: CPs=250,792,18.995464779998724,250,0.632,Low,3.0
Maui: : BkGp#793: CPs=126,793,18.399896415325216,126,1.0,Low,3.0
Maui: : BkGp#794: CPs=97,794,16.8005237105658,97,0.5773195876288659,Low,3.0
Maui: : BkGp#797: CPs=164,797,16.175098712817643,164,0.5365853658536586,Low,3.0
Maui: : BkGp#798: CPs=287,798,17.316516766893606,287,0.9965156794425087,Low,3.0
Maui: : BkGp#799: CPs=23,799,24.743077458945603,23,0.0,Low,3.0
Maui: : BkGp#800: CPs=449,800,28.487429038294852,449,0.8997772828507795,Medium,2.0
Maui: : BkGp#801: CPs=230,801,31.556339040622266,230,0.0,High,1.0
Maui: : BkGp#805: CPs=28,805,39.16014052715567,28,0.0,High,1.0
Maui: : BkGp#806: CPs=81,806,19.68011543999702,81,0.3950617283950617,Low,3.0
Maui: : BkGp#810: CPs=280,810,31.556097994692728,280,0.0,High,1.0
Maui: : BkGp#816: CPs=32,816,25.322732276765233,32,0.0,Low,3.0
Maui: : BkGp#818: CPs=53,818,27.212009059323265,53,0.0,Medium,2.0
Maui: : BkGp#819: CPs=48,819,24.71338413551172,48,0.0,Low,3.0
Maui: : BkGp#824: CPs=65,824,21.77525439900901,65,0.0,Low,3.0
Maui: : BkGp#827: CPs=21,827,26.771234457202965,21,0.0,Medium,2.0
Maui: : BkGp#830: CPs=137,830,20.807021488703853,137,1.0,Low,3.0
Maui: : BkGp#832: CPs=92,832,28.48657938292165,92,1.0,Medium,2.0
Maui: : BkGp#834: CPs=176,834,19.968272247003064,176,0.0,Low,3.0
Maui: : BkGp#840: CPs=194,840,17.99423774307424,194,0.0,Low,3.0
Maui: : BkGp#843: CPs=151,843,27.77451537227882,151,0.7152317880794702,Medium,2.0
Maui: : BkGp#844: CPs=155,844,21.02037985587848,155,0.967741935483871,Low,3.0
