Name_ID,BlockGp_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,CESSPOOL_Density_perAcre_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
Oahu: : BkGp#9: CPs=24,9,34.88382764288814,24,36.867142857142845,100.0,0.0,20.771497978446337,21.292755872814528,50.0333266087186,3.2648843102921323,9.852316960339342,100.0,18.09923097024496,0.0,4.744224422442245,0.0,0.0,93.21586230576933,100.0,1.0,High,1.0
Oahu: : BkGp#11: CPs=42,11,35.775219886618004,42,16.293095238095237,85.66666666666667,0.0,27.755670982815726,52.716973108763156,37.22534629215273,13.360993054432177,11.55737333139059,97.50347448521086,29.200121048655234,14.285714285714286,61.05610561056105,43.214285714285715,10.214285714285714,52.8987593039982,19.45465334886079,0.9761904761904762,High,1.0
Oahu: : BkGp#27: CPs=24,27,28.595319642186652,24,31.548819444444458,74.91666666666667,0.0,27.671589007066334,33.00350612055763,48.315492865088935,11.064344500828815,48.110684085920944,93.75536562521552,9.91962766854747,0.0,2.103960396039605,0.0,0.0,59.28233026536529,17.8327276292448,0.0,Medium,2.0
Oahu: : BkGp#33: CPs=146,33,26.384091425146547,146,36.348571428571546,100.0,0.0,33.804665245261795,12.162498747655928,50.086620186277145,5.82005171838333,3.7332502931660128,99.98801551933195,15.164556403730806,0.0,8.971924589719238,0.0,2.4863013698630136,37.63438877212648,15.944618528257687,0.0,Medium,2.0
BI: : BkGp#43: CPs=114,43,31.925010452499563,114,28.659498746867218,0.0,0.0,7.0403049469098855,31.315221905122932,8.999313354126535,20.993665865571813,45.231335332293476,27.31174646709492,36.9044904537221,25.43859649122807,16.710092061837756,45.1578947368421,95.6140350877193,29.27989636050803,92.144075430149,1.0,High,1.0
BI: : BkGp#46: CPs=29,46,34.62394758074538,29,33.44333333333336,81.44827586206897,0.0,37.53290655348369,5.073677938288294,10.013962782311353,3.77180594085173,6.442311171686753,97.2810207291125,15.378679526616384,6.896551724137931,8.091498805052916,63.724137931034484,98.82758620689656,25.857789354485195,60.19962343256602,1.0,High,1.0
BI: : BkGp#47: CPs=119,47,23.627377833632735,119,30.017739095638234,39.64705882352941,0.0,17.921955878036993,8.258237671929681,9.73030869413628,7.303716376932973,10.349708291748371,72.32828082904827,11.32122058323905,20.168067226890756,22.630834512022606,33.554621848739494,51.403361344537814,24.218032044005323,19.184902117688438,0.7142857142857143,Low,3.0
Oahu: : BkGp#66: CPs=37,66,31.477269999729817,37,30.165,32.4054054054054,0.0,83.79430576159213,3.2287426259615906,46.06409077291717,6.519955802500712,4.951175522424952,78.04691243584357,18.193688171440545,0.0,66.17607706716615,33.0,0.0,38.51499812713158,62.575968303293,1.0,Medium,2.0
Oahu: : BkGp#71: CPs=43,71,31.584269283690215,43,19.845741971207094,8.511627906976743,0.0,14.326624702193046,41.805195311761885,41.36987065440038,21.79007493863023,28.36534038473404,37.6908909340412,12.048399774712184,97.67441860465117,13.815335021874283,33.0,32.23255813953488,60.65287345554742,42.21935673877894,0.0,High,1.0
Oahu: : BkGp#84: CPs=82,84,30.55408873851528,82,18.50184959349593,41.84146341463415,0.0,59.33572224757124,35.53858727211532,19.50546781060488,5.947597325644337,14.348136105760297,78.32370837844392,14.36853381631658,0.0,30.4032842308621,24.548780487804876,25.353658536585368,99.75697537252452,21.091655223880906,0.0,Medium,2.0
BI: : BkGp#90: CPs=259,90,29.606058502554546,259,32.2933149476008,0.0,0.0,8.660982024352238,15.661977365880665,9.389220583373467,15.778281052423646,23.535532771212083,46.37267075889659,55.79861635895043,11.96911196911197,17.921174356817954,40.77220077220077,95.48648648648648,31.687510005583505,68.36985658798233,0.9922779922779923,Medium,2.0
BI: : BkGp#91: CPs=39,91,23.225996494679528,39,33.362857142857145,0.0,0.0,8.744427578551035,7.800280271774654,8.616010360321262,12.9091828011364,17.444328460544323,16.32317281312231,16.560550279769075,0.0,86.5955826351866,11.0,0.0,52.50687317807519,99.7526783935345,1.0,Low,3.0
BI: : BkGp#92: CPs=199,92,25.761539827762146,199,32.05705671213217,0.0,0.0,9.146121147719095,5.5395661665804425,9.030371366767215,10.588845000461287,40.036749525106906,32.214216679141146,49.04533360289677,0.0,44.08677048609381,31.507537688442213,14.57286432160804,36.7080201410583,97.65118440618704,1.0,Medium,2.0
BI: : BkGp#93: CPs=106,93,26.39613971206353,106,29.350431266846403,0.0,0.0,6.676884659156145,35.81436089252699,8.517080174723992,10.011929970536102,15.525638358383969,15.397735988991812,57.93516063627339,0.0,15.710816364655326,33.0,60.37735849056604,36.42910308732781,97.59173550302857,1.0,Medium,2.0
BI: : BkGp#94: CPs=37,94,23.772569884066304,37,32.94711068211067,0.0,0.0,6.284941185817105,27.203010081791266,7.949185691675941,11.099251454245618,7.903357671448073,10.300484515198226,16.119646456124745,0.0,97.75220765319777,12.486486486486486,0.0,50.98392816509838,99.33150810186672,1.0,Low,3.0
Oahu: : BkGp#98: CPs=35,98,23.678569442981942,35,18.639736054421768,10.457142857142857,0.0,45.35258458407672,21.872436145652102,20.705213753563754,7.966656095347894,10.354330129558457,54.60968852494907,9.968492967580033,0.0,13.550212164073555,27.34285714285714,20.742857142857144,100.0,17.294903525630595,0.6285714285714286,Low,3.0
Oahu: : BkGp#105: CPs=25,105,22.24016428428066,25,16.564447619047613,0.0,0.0,10.65709773416429,30.994129656377794,27.355322402454064,6.4484421997000645,24.761012697422437,27.7359033216326,11.635857087929116,84.0,24.000000000000004,0.0,0.0,84.05732796663146,7.633087863131123,0.0,Low,3.0
Oahu: : BkGp#111: CPs=36,111,35.14979441583783,36,31.669034391534385,69.44444444444444,0.0,72.82109739767775,16.365851055179306,41.790582454194606,13.740983134078137,40.55922290821308,83.27885315227735,15.0008964148518,2.7777777777777777,17.93179317931794,31.166666666666668,55.916666666666664,24.844367926246704,45.088473084278775,0.0,High,1.0
Oahu: : BkGp#112: CPs=28,112,21.618708499710287,28,27.811173469387768,3.5714285714285716,0.0,13.484132671488467,32.387142827227336,43.17947682601724,3.6782737685013793,18.519252889503395,56.49605710413412,8.209347112849125,0.0,4.702970297029703,4.714285714285714,64.82142857142857,51.34684873222004,12.977517439863107,0.0,Low,3.0
BI: : BkGp#140: CPs=65,140,21.07275435916472,65,30.2448791208791,0.0,3.076923076923077,6.82154011884721,10.589031599491875,8.28002298938174,11.067793235819806,10.875812478049973,12.182392715610446,21.964808183680642,0.0,55.034272658035,28.93846153846154,0.0,38.48050211876719,99.60762991268786,1.0,Low,3.0
BI: : BkGp#141: CPs=155,141,19.682310641901235,155,25.219365591397885,0.0,0.0,7.142856823672343,18.01593739446544,7.514055811035846,10.91859641406653,8.949820416062135,7.926838452510464,31.887498925751522,0.0,23.653784733312076,30.44516129032258,0.0,68.93171616373996,74.31133825408305,0.9741935483870968,Low,3.0
BI: : BkGp#142: CPs=26,142,20.432526244545684,26,28.618571428571418,0.0,0.0,7.946306646482911,7.193171007841061,7.783263394504987,10.689533570221515,8.824320817186882,8.686632471148304,27.771754528061557,0.0,16.831683168316832,33.0,0.0,69.57518288039547,100.0,1.0,Low,3.0
BI: : BkGp#143: CPs=46,143,26.911089895031065,46,26.5209575569358,0.0,0.0,10.414737074903353,40.15632013962133,7.934991122786807,20.219350379561128,12.808913414954334,12.071515916622946,19.479740992536584,0.0,100.0,33.0,0.0,69.57518288039547,78.39572884217928,1.0,Medium,2.0
BI: : BkGp#144: CPs=83,144,22.048295380483367,83,32.283089500860605,0.0,0.0,10.234017143464728,11.062358574265309,8.159748770230001,18.410691334987842,9.52737213659939,13.235099290697807,17.51958099280537,0.0,44.315877370869636,31.80722891566265,0.0,69.27476920243893,86.94289285485169,1.0,Low,3.0
BI: : BkGp#145: CPs=65,145,25.885267128397746,65,30.319677655677634,0.0,26.923076923076923,5.645511490525942,16.51748414210757,8.655053312941568,15.5758504601078,19.447687542441248,17.827555689412364,18.73872703661166,38.46153846153846,12.003046458492,41.12307692307692,78.38461538461539,22.36406593576516,62.177306637973345,0.7076923076923077,Medium,2.0
BI: : BkGp#146: CPs=43,146,26.136259175542058,43,28.83786267995568,0.0,27.906976744186046,5.828908258093311,16.015144892785166,8.332507295315269,8.894294511278765,12.357444167165363,12.475019767589332,18.709675088315596,0.0,17.453373244301165,37.604651162790695,100.0,32.907268439121225,90.85702055777531,1.0,Medium,2.0
BI: : BkGp#147: CPs=156,147,20.234953909404595,156,30.216659035409073,0.0,4.487179487179487,5.069773480449733,11.643169180788362,7.631230058000546,6.721349225879346,6.759842825705857,8.579987331469075,47.01956167557664,3.8461538461538463,15.283066768215285,34.05769230769231,43.57692307692308,34.50046685312333,64.3662073979077,0.9166666666666666,Low,3.0
Oahu: : BkGp#155: CPs=30,155,25.975729502246512,30,31.12170000000001,26.666666666666668,0.0,23.082082056751588,30.83946405616842,47.05837359655688,3.9789488301286338,23.92680043772445,70.89967628411335,7.52523487939726,36.666666666666664,9.636963696369637,0.0,49.5,41.868939097283175,12.840155768117524,0.0,Medium,2.0
BI: : BkGp#185: CPs=30,185,17.411165780191013,30,32.885658730158745,0.0,0.0,4.999916132159555,16.787724458053695,22.31978867515732,16.163925994893635,2.3911274178653037,5.254394339304856,8.685251312132028,0.0,2.4752475247524757,40.8,37.4,16.715473406395585,71.700144492183,0.0,Low,3.0
BI: : BkGp#186: CPs=34,186,17.86387325891523,34,20.102415966386552,0.0,0.0,10.882560000874303,18.272887056505517,28.639183896773638,19.106576544711317,3.280820286103953,8.107174594453124,11.936096946144108,0.0,1.2813046010483395,78.05882352941177,33.0,14.356949048214796,38.797179672016256,0.0,Low,3.0
BI: : BkGp#187: CPs=98,187,14.601723995611376,98,35.28298833819249,0.0,16.3265306122449,4.0477505335591895,3.3378504765636188,8.3536739479247,12.342672900763214,29.820211971007456,10.673326663301284,9.638880806845131,0.0,1.7074156395231348,2.693877551020408,69.1938775510204,17.16308333736037,13.045443600455837,0.0,Low,3.0
BI: : BkGp#188: CPs=463,188,11.46724978666558,463,40.659614316568806,0.0,0.0,1.9660217281873227,3.276431187442539,8.315924611164263,2.758317005689572,1.2180940165073355,1.8341779672977263,25.930482123392032,0.0,1.7385539849881209,24.019438444924408,32.92872570194385,14.813343982984447,24.01687151555884,0.023758099352051837,Low,3.0
BI: : BkGp#189: CPs=36,189,21.334904573114045,36,35.296593915343905,2.7777777777777777,0.0,55.16528033826748,29.188721065935834,8.75457543848571,20.002444570766087,12.808025857443155,16.363033568324838,7.242666816124126,0.0,9.405940594059405,100.0,9.166666666666666,11.424568770353645,23.762177790275963,0.0,Low,3.0
BI: : BkGp#190: CPs=44,190,15.759235555173621,44,31.323425324675323,0.0,1.1363636363636365,24.148898386791316,27.141148916226804,18.695171856129967,10.260569921298679,15.882037441095308,17.2533054817857,4.112785586033805,0.0,5.783078307830783,44.25,17.25,21.875832215336132,13.035151809210468,0.0,Low,3.0
BI: : BkGp#191: CPs=86,191,16.511739020276615,86,29.411777408637892,0.0,0.5813953488372093,18.07919265372714,37.464428032072796,19.376472148354157,10.55752893125396,12.394801522911614,11.821849713395535,16.39586752966086,0.0,7.471793690997003,33.0,0.0,15.444327026081409,52.18839031849629,0.0,Low,3.0
BI: : BkGp#192: CPs=81,192,17.271958711438607,81,28.694232804232797,0.0,0.0,13.881681289623165,26.531235701703714,21.58432860973644,37.29600514226151,31.2583126427824,10.137913894796146,28.688649384675625,0.0,1.1856741229678505,33.0,0.0,15.22503786157842,28.868267928659574,0.0,Low,3.0
BI: : BkGp#193: CPs=133,193,28.078500077004033,133,42.51278195488716,0.0,9.774436090225564,10.74427637921144,3.9910411866051985,26.229398974856785,19.96858375868254,9.575832237433735,4.2444879959396875,11.429751390835728,44.3609022556391,48.81262562346462,65.78195488721805,76.73684210526316,47.92949028026682,27.163596111535014,0.24060150375939848,Medium,2.0
BI: : BkGp#194: CPs=461,194,23.97818131362197,461,34.64577058155147,0.0,44.57700650759219,5.243741786324855,3.749711277567797,29.321692101902304,26.452613850192616,2.8391577171295745,3.012029676398271,18.915255550925725,0.0,29.032881596185796,35.29284164859002,80.13232104121475,56.437326546869144,13.998551135507213,0.0021691973969631237,Low,3.0
BI: : BkGp#195: CPs=27,195,32.10046036805605,27,41.85407407407407,0.0,18.51851851851852,16.32019018524559,2.7941448460921117,28.9284438261497,21.033311791973208,15.445666416307553,6.511667631695578,6.226413102261328,85.18518518518519,50.01833516685001,59.888888888888886,69.77777777777777,48.174812413687015,42.92993606419018,0.9629629629629629,High,1.0
BI: : BkGp#197: CPs=38,197,21.976664406768815,38,23.37092105263159,0.0,9.210526315789474,38.64131835699872,27.860151563360624,8.853274973703911,24.20430976563061,31.595217510999202,19.34642080745565,5.555868209557175,0.0,3.85617509119333,78.57894736842105,39.078947368421055,12.327986104606062,29.14656601953261,0.0,Low,3.0
BI: : BkGp#198: CPs=43,198,19.576148102022312,43,16.96813953488372,0.0,0.0,50.81681170614602,37.84052630554548,9.499158801300283,15.682094032633742,45.114135512990494,30.068775741234482,5.2211116051155395,0.0,6.815565277457984,39.13953488372093,37.604651162790695,12.37111793389503,6.07674713464255,0.0,Low,3.0
BI: : BkGp#200: CPs=447,200,27.81410098871153,447,27.129726217108797,0.0,6.823266219239374,2.7755678701745743,31.098879115147117,30.404658220303343,15.4085973922998,1.744585396740349,2.2068970143064806,39.15110382263163,35.79418344519016,8.724832214765138,33.0,64.81879194630872,99.57744111896048,46.36708582620742,0.0,Medium,2.0
BI: : BkGp#201: CPs=196,201,24.521292546624647,196,21.106303449951415,0.0,0.0,2.963128102973099,16.619437922350482,31.206917990014936,11.549841151872227,1.9884256626836483,1.9567784004301936,16.158282427866855,57.142857142857146,8.112750050515245,37.37755102040816,60.275510204081634,96.2320501789448,29.650847041044365,0.0,Low,3.0
BI: : BkGp#202: CPs=319,202,25.414995898639,319,30.242772055530608,7.714733542319749,0.0,44.30246147022383,1.1807247604127458,34.414521504036856,4.549209993037487,21.607504880749957,35.39239827199271,19.77035008702049,0.0,7.818368043700914,59.288401253918494,80.50470219435736,41.17607937168157,18.677706949241095,0.30094043887147337,Low,3.0
BI: : BkGp#203: CPs=84,203,22.559520494674796,84,43.4082993197279,0.0,14.880952380952381,9.939893447020735,3.5678251614910166,21.9716195223421,13.961632430028502,2.77142164731785,3.925521834246288,5.670483327051619,0.0,14.403583215464394,59.63095238095238,99.5952380952381,49.2812313402763,17.943673812687177,0.20238095238095238,Low,3.0
BI: : BkGp#204: CPs=54,204,24.528244005563767,54,38.739603174603175,1.8518518518518519,0.0,20.145303905999413,3.8837623037158466,25.745040257485016,20.001964889700556,5.798438335699414,10.080599913325296,22.66824144875812,0.0,4.437110377704441,36.129629629629626,99.37037037037037,41.80418784866248,61.79579978151472,0.2777777777777778,Low,3.0
BI: : BkGp#206: CPs=85,206,34.902643295544976,85,43.961865546218554,0.0,0.0,17.314763577457196,3.2232001822582843,31.18719899404067,17.946695857656554,18.581693738059883,9.326608320362105,15.095960634802475,29.41176470588235,61.77052999417591,98.4,84.4,52.80446567639043,75.01754550141534,1.0,High,1.0
BI: : BkGp#207: CPs=31,207,17.233272260737138,31,25.207634408602154,0.0,9.67741935483871,20.95597749999204,40.502325726830925,7.922836427877302,15.230437776857345,18.388711611582576,11.959205445851918,3.6901763839109916,0.0,12.93516448419035,57.54838709677419,29.806451612903224,16.015319644237533,5.892308697344892,0.0,Low,3.0
BI: : BkGp#208: CPs=21,208,18.54425941462945,21,28.923469387755112,4.761904761904762,0.0,13.65520223279875,34.34720088380146,7.21380546748846,12.44516078545327,14.854758020747846,13.907997481858084,6.637163599823383,9.523809523809524,30.69306930693069,51.857142857142854,7.857142857142857,48.71171353294318,11.318609934470977,0.0,Low,3.0
BI: : BkGp#209: CPs=34,209,20.8775960882467,34,27.427121212121214,2.9411764705882355,0.0,45.74847985920631,32.19995495291699,10.879735803049648,15.09643337194068,38.18497312883499,17.303606641642194,3.773990155739698,0.0,11.502620850320326,73.08823529411765,30.08823529411765,15.964665969840834,9.507423482806958,0.0,Low,3.0
BI: : BkGp#210: CPs=82,210,18.33207703873975,82,30.081736353077766,0.0,0.0,6.553798827765173,19.454789752812445,10.267996206302474,23.702502138633463,7.491331211529784,11.329458550261679,17.219605924142247,0.0,4.733156242453514,81.95121951219512,33.0,12.85185766184354,34.675780238818724,0.0,Low,3.0
BI: : BkGp#211: CPs=375,211,21.975203289248025,375,31.222196825396736,0.0,0.5333333333333333,25.027791218074373,0.8746578921282676,10.578832855450758,7.925147115059202,15.047602459651063,27.002645731597788,39.17405256406263,0.0,7.382178217821779,95.79733333333333,33.0,12.66735299997636,45.37012808208258,0.0,Low,3.0
BI: : BkGp#212: CPs=217,212,23.85390842581318,217,31.33120035110829,2.142857142857143,1.3824884792626728,31.102478606877465,0.9117626062411719,10.394409574752768,8.12011628028465,22.065982853975708,35.61190566751612,29.801854448466734,0.0,4.982433727243687,84.82488479262673,33.0,12.777793842794559,73.21236643900326,0.018433179723502304,Low,3.0
BI: : BkGp#213: CPs=298,213,12.264034475395404,298,30.951344678811108,0.0,0.0,1.8397591515161171,12.427122985978212,8.497463050462596,4.864088375387651,1.4756190936785658,2.2303299801243837,16.895995813073874,0.0,1.913748421822046,21.48993288590604,44.848993288590606,17.41431424342685,31.37583963754837,0.0,Low,3.0
BI: : BkGp#214: CPs=71,214,15.841479334226662,71,21.723497652582154,0.0,0.0,5.225722303232095,20.315189987818275,37.863684205164475,3.7556761149881623,2.295173121888106,2.2294094056809395,6.487545934662666,0.0,5.076000557802258,64.84507042253522,37.7887323943662,40.09752360349682,5.76044364340921,0.0,Low,3.0
BI: : BkGp#215: CPs=230,215,18.165537273192378,230,32.97967494824016,0.0,0.0,4.285688784372261,14.62265691217386,6.42180740104558,19.692590906500467,5.722653509494503,4.508186454802046,40.50746385238127,0.0,28.196297890658702,11.047826086956523,0.0,64.0101283417838,58.65362128266906,0.08260869565217391,Low,3.0
BI: : BkGp#216: CPs=65,216,26.109077898599423,65,29.589516483516455,0.0,0.0,10.754897654834593,25.425242454230254,7.570849324535986,22.31488129346702,18.27115299461259,12.31838690315978,26.27540237032505,0.0,100.0,39.6,0.0,69.5751828803955,56.04973401851361,1.0,Medium,2.0
BI: : BkGp#217: CPs=82,217,27.597093362522223,82,30.309152148664356,1.6219512195121952,0.0,12.07576520877209,11.414198869470612,9.174273476472916,7.775964441132929,32.16810873074015,58.851444395615154,36.001861720133626,0.0,93.04515817435396,19.317073170731707,4.878048780487805,45.47430432934722,79.44618913492093,1.0,Medium,2.0
Oahu: : BkGp#225: CPs=23,225,17.90088444357157,23,13.08644927536232,0.0,0.0,10.084833555210684,28.674456107459072,21.56616833961572,14.495838479844293,17.352460083570808,44.16862779231002,7.821381728061763,0.0,28.153250107619453,0.0,0.0,92.77559484144679,8.235090786644193,0.0,Low,3.0
Oahu: : BkGp#259: CPs=104,259,44.20771047291335,104,27.70222756410258,94.1923076923077,0.0,65.85706859533857,8.077713186584994,33.374437103799025,12.669669321635958,6.015060983229655,98.93506933573116,41.30241975058306,66.34615384615384,57.94935262757039,33.0,0.0,74.65015761249748,87.25172994707894,1.0,High,1.0
Oahu: : BkGp#262: CPs=156,262,42.54126848014396,156,26.85727956989249,85.23717948717949,3.2051282051282053,67.00447477070776,49.09736600407166,18.570652609294978,33.69790199490304,13.065167360933982,94.9375735670676,35.779757486710174,0.0,34.596344249809626,94.11538461538461,16.28846153846154,38.35027370886552,69.73423631854423,0.0,High,1.0
Oahu: : BkGp#263: CPs=83,263,41.49137832694108,83,29.185404475043033,89.144578313253,0.0,86.99424548146497,25.102569346302353,20.853130998898337,20.955363468560652,25.48088168008133,97.28013758950203,40.07485882604271,0.0,29.142311821543583,88.93975903614458,18.686746987951807,24.109630998719478,67.91243420754937,0.0,High,1.0
BI: : BkGp#264: CPs=277,264,23.425642227437585,277,29.76536702767765,5.379061371841155,0.0,41.759022286627406,0.906116179713347,10.25754584367748,3.0605103402666827,78.60651962231638,58.78461209630104,20.01245799237179,0.0,3.5278979161453936,61.83032490974729,23.111913357400724,14.739839341756111,23.069087353158938,1.0,Low,3.0
BI: : BkGp#265: CPs=90,265,17.303672501252212,90,41.65728042328039,0.0,0.0,6.412977694404273,1.0801087586556042,9.542918888238905,4.632851720180532,42.29724692376454,16.659643316065786,7.108818712019025,0.0,2.5302530253025264,61.6,21.633333333333333,14.819993816898682,46.8833334078917,1.0,Low,3.0
BI: : BkGp#266: CPs=29,266,11.70322455733262,29,37.294991789819356,0.0,5.172413793103448,2.8581472997673094,6.940587177234655,8.104612966962698,4.59738071780147,4.386240197095558,5.884762141874755,3.5938971016082415,0.0,2.4240355069989756,35.275862068965516,39.96551724137931,16.91319966804191,13.839945246668698,1.0,Low,3.0
BI: : BkGp#267: CPs=94,267,15.304096730279175,94,40.80902735562308,0.0,0.0,3.910973698073313,1.271120543542326,9.108258070256607,5.48916525498097,14.002153952181033,9.075927710817009,19.923424893472205,0.0,3.9393301032230905,60.03191489361702,25.27659574468085,14.653473286691867,37.37418217730736,1.0,Low,3.0
