,Uid,In_WellCZ_C
788,-155.66234_20.02682,True
789,-155.66208_20.02649,True
790,-155.65688_20.02656,True
791,-155.65955_20.02593,True
792,-155.65735_20.02806,True
793,-155.65676_20.02768,True
794,-155.65639_20.02789,True
795,-155.65607_20.02801,True
796,-155.65584_20.02764,True
797,-155.65640_20.02719,True
798,-155.65657_20.02735,True
799,-155.65592_20.02714,True
800,-155.65558_20.02725,True
801,-155.65534_20.02763,True
802,-155.65907_20.02624,True
803,-155.66088_20.02673,True
804,-155.65740_20.02677,True
805,-155.65727_20.02736,True
806,-155.66015_20.02598,True
807,-155.65619_20.02657,True
808,-155.65805_20.02768,True
809,-155.65769_20.02791,True
810,-155.65758_20.02693,True
811,-155.65768_20.02717,True
812,-155.65545_20.02779,True
813,-155.65555_20.02796,True
814,-155.65566_20.02812,True
815,-155.65491_20.02811,True
816,-155.65659_20.03017,True
817,-155.66147_20.02616,True
818,-155.82543_20.23218,True
819,-155.46627_20.08562,True
820,-155.46826_20.08051,True
821,-155.48121_20.06118,True
822,-155.47940_20.06057,True
823,-155.46640_20.07883,True
824,-155.47025_20.08027,True
825,-155.47151_20.07958,True
826,-155.47777_20.05524,True
827,-155.47476_20.04681,True
828,-155.47172_20.08042,True
829,-155.47967_20.06202,True
830,-155.91174_19.50617,True
831,-155.95431_19.69765,True
832,-155.95637_19.70235,True
833,-155.95333_19.70238,True
834,-155.95699_19.70284,True
835,-155.95796_19.70328,True
836,-155.95854_19.70423,True
837,-155.95812_19.70502,True
838,-155.95814_19.70618,True
839,-155.95730_19.70557,True
840,-155.95665_19.70622,True
841,-155.95218_19.70617,True
842,-155.95755_19.70715,True
843,-155.95641_19.70870,True
844,-155.47262_20.07218,True
845,-155.46640_20.07231,True
846,-155.96826_19.68105,True
847,-155.96929_19.68269,True
848,-155.96483_19.68378,True
849,-155.97721_19.70798,True
850,-155.97706_19.70712,True
851,-155.97799_19.70800,True
852,-155.11149_19.83373,True
853,-155.65726_20.02937,True
854,-155.96687_19.68488,True
855,-155.96765_19.67946,True
856,-155.96718_19.67963,True
857,-155.96906_19.68215,True
858,-155.96843_19.67918,True
859,-155.83326_19.81418,True
860,-155.83204_19.81605,True
861,-155.83289_19.81348,True
862,-155.83830_19.81364,True
863,-155.83637_19.81539,True
864,-155.83617_19.81577,True
865,-155.83595_19.81614,True
866,-155.83863_19.81324,True
867,-155.83205_19.82034,True
868,-155.83817_19.81433,True
869,-155.83776_19.81411,True
870,-155.83084_19.81951,True
871,-155.83725_19.81338,True
872,-155.83701_19.81377,True
873,-155.83589_19.81975,True
874,-155.84157_19.81591,True
875,-155.83351_19.82073,True
876,-155.83291_19.82062,True
877,-155.83205_19.82117,True
878,-155.83048_19.81911,True
879,-155.83034_19.81862,True
880,-155.82989_19.81963,True
881,-155.82949_19.81915,True
882,-155.82931_19.81862,True
883,-155.83000_19.81756,True
884,-155.83036_19.81705,True
885,-155.83072_19.81655,True
886,-155.83166_19.81648,True
887,-155.83201_19.81697,True
888,-155.83133_19.81807,True
889,-155.83103_19.82103,True
890,-155.83064_19.82056,True
891,-155.83207_19.81769,True
892,-155.83209_19.81845,True
893,-155.83275_19.81835,True
894,-155.83398_19.81823,True
895,-155.83145_19.82031,True
896,-155.83113_19.81989,True
897,-155.83581_19.81662,True
898,-155.83552_19.81710,True
899,-155.83525_19.81760,True
900,-155.83479_19.81804,True
901,-155.83266_19.81921,True
902,-155.83309_19.81974,True
903,-155.83375_19.82013,True
904,-155.83423_19.82060,True
905,-155.83758_19.81283,True
906,-155.83668_19.81434,True
907,-155.83738_19.81536,True
908,-155.83642_19.81485,True
909,-155.83716_19.81585,True
910,-155.83833_19.81664,True
911,-155.83822_19.81790,True
912,-155.83794_19.81833,True
913,-155.83746_19.81865,True
914,-155.83695_19.81893,True
915,-155.83640_19.81885,True
916,-155.83573_19.81878,True
917,-155.83515_19.81865,True
918,-155.83462_19.81889,True
919,-155.83408_19.81912,True
920,-155.83596_19.81783,True
921,-155.83123_19.81861,True
922,-155.83144_19.81906,True
923,-155.83144_19.81553,True
924,-155.83179_19.81502,True
925,-155.84184_19.81564,True
926,-155.84234_19.81596,True
927,-155.82065_20.21922,True
928,-155.82026_20.21774,True
929,-155.94854_19.61483,True
930,-155.97236_19.75652,True
931,-156.13754_20.84744,True
932,-156.02957_20.77720,True
933,-156.00160_20.76343,True
934,-156.32585_20.78071,True
935,-156.32454_20.77978,True
936,-156.33700_20.78852,True
937,-156.34393_20.79742,True
938,-156.33059_20.79249,True
939,-156.36340_20.80630,True
940,-156.35476_20.80150,True
941,-156.36081_20.80442,True
942,-156.36394_20.80400,True
943,-156.35736_20.80230,True
944,-156.35512_20.79958,True
945,-156.30382_20.81535,True
946,-156.31597_20.82950,True
947,-156.31515_20.82857,True
948,-156.31278_20.77745,True
949,-156.30900_20.77397,True
950,-156.30928_20.77401,True
951,-156.31060_20.77456,True
952,-156.31150_20.77640,True
953,-156.31140_20.77693,True
954,-156.31011_20.77704,True
955,-156.30997_20.77664,True
956,-156.30896_20.77550,True
957,-156.30905_20.77520,True
958,-156.30902_20.77456,True
959,-156.30854_20.77438,True
960,-156.30855_20.77601,True
961,-156.31045_20.77747,True
962,-156.30913_20.77553,True
963,-156.30932_20.77558,True
964,-156.30853_20.77532,True
965,-156.30821_20.77533,True
966,-156.31041_20.77654,True
967,-156.31063_20.77649,True
968,-156.31080_20.77635,True
969,-156.31077_20.77689,True
970,-156.31054_20.77690,True
971,-156.30931_20.77647,True
972,-156.30979_20.77712,True
973,-156.32119_20.78238,True
974,-156.31901_20.78134,True
975,-156.32056_20.78198,True
976,-156.32079_20.78216,True
977,-156.32100_20.78226,True
978,-156.31926_20.78144,True
979,-156.31951_20.78152,True
980,-156.31972_20.78168,True
981,-156.31787_20.78049,True
982,-156.32079_20.78128,True
983,-156.32064_20.78104,True
984,-156.32006_20.78062,True
985,-156.31985_20.78045,True
986,-156.32024_20.78127,True
987,-156.31997_20.78111,True
988,-156.31973_20.78103,True
989,-156.31933_20.78087,True
990,-156.31655_20.77966,True
991,-156.31704_20.77933,True
992,-156.31730_20.77940,True
993,-156.31758_20.77949,True
994,-156.31780_20.77962,True
995,-156.31801_20.77977,True
996,-156.31822_20.77990,True
997,-156.31844_20.78000,True
998,-156.31895_20.78024,True
999,-156.31836_20.78053,True
1000,-156.31747_20.78005,True
1001,-156.31613_20.77976,True
1002,-156.31680_20.78021,True
1003,-156.31697_20.78045,True
1004,-156.32663_20.77952,True
1005,-156.32722_20.78035,True
1006,-156.32675_20.78119,True
1007,-156.32681_20.78193,True
1008,-156.32675_20.78340,True
1009,-156.32672_20.78485,True
1010,-156.32608_20.78444,True
1011,-156.32638_20.78241,True
1012,-156.32569_20.78324,True
1013,-156.31817_20.86631,True
1014,-156.32167_20.87024,True
1015,-156.32034_20.86901,True
1016,-156.32120_20.87135,True
1017,-156.29283_20.84307,True
1018,-156.28872_20.84200,True
1019,-156.29026_20.84143,True
1020,-156.28940_20.84087,True
1021,-156.32714_20.87369,True
1022,-156.32231_20.87281,True
1023,-156.33397_20.88101,True
1024,-156.33501_20.88043,True
1025,-156.33552_20.88053,True
1026,-156.33607_20.87990,True
1027,-156.30614_20.86461,True
1028,-156.30656_20.86495,True
1029,-156.30713_20.86514,True
1030,-156.30866_20.86835,True
1031,-156.31110_20.87024,True
1032,-156.30997_20.87049,True
1033,-156.30665_20.87179,True
1034,-156.30770_20.86870,True
1035,-156.30396_20.86563,True
1036,-156.30313_20.87167,True
1037,-156.30534_20.86778,True
1038,-156.30999_20.86955,True
1039,-156.30726_20.86614,True
1040,-156.30528_20.87045,True
1041,-156.30493_20.87078,True
1042,-156.30808_20.86901,True
1043,-156.30477_20.87140,True
1044,-156.30541_20.86659,True
1045,-156.31032_20.87128,True
1046,-156.31242_20.87005,True
1047,-156.30823_20.87715,True
1048,-156.30749_20.87322,True
1049,-156.30356_20.87517,True
1050,-156.30631_20.87618,True
1051,-156.30797_20.87444,True
1052,-156.31316_20.87394,True
1053,-156.31289_20.87341,True
1054,-156.31464_20.87548,True
1055,-156.31057_20.87186,True
1056,-156.30986_20.88693,True
1057,-156.30534_20.87922,True
1058,-156.30574_20.87991,True
1059,-156.31471_20.88694,True
1060,-156.30478_20.87843,True
1061,-156.30443_20.87743,True
1062,-156.30384_20.87649,True
1063,-156.30465_20.87637,True
1064,-156.30684_20.88230,True
1065,-156.31614_20.89076,True
1066,-156.31367_20.87580,True
1067,-156.31140_20.87644,True
1068,-156.30546_20.87522,True
1069,-156.31349_20.87477,True
1070,-156.31247_20.87512,True
1071,-156.31119_20.88855,True
1072,-156.31279_20.88861,True
1073,-156.31212_20.88924,True
1074,-156.31064_20.88975,True
1075,-156.31133_20.89031,True
1076,-156.31241_20.88999,True
1077,-156.31256_20.89074,True
1078,-156.31153_20.89114,True
1079,-156.31012_20.89077,True
1080,-156.30965_20.89000,True
1081,-156.30915_20.89058,True
1082,-156.30942_20.87481,True
1083,-156.31538_20.87161,True
1084,-156.31126_20.87413,True
1085,-156.30880_20.87698,True
1086,-156.31006_20.87675,True
1087,-156.30995_20.87606,True
1088,-156.30960_20.87546,True
1089,-156.30880_20.87526,True
1090,-156.30837_20.87573,True
1091,-156.31329_20.88659,True
1092,-156.31384_20.88726,True
1093,-156.31424_20.88782,True
1094,-156.31404_20.88885,True
1095,-156.31389_20.88988,True
1096,-156.31407_20.89097,True
1097,-156.31490_20.88858,True
1098,-156.31558_20.88819,True
1099,-156.30880_20.87275,True
1100,-156.31324_20.89337,True
1101,-156.31133_20.89196,True
1102,-156.30995_20.89278,True
1103,-156.30036_20.86243,True
1104,-156.30098_20.86491,True
1105,-156.32264_20.90361,True
1106,-156.32371_20.90568,True
1107,-156.32289_20.90136,True
1108,-156.32419_20.90664,True
1109,-156.31539_20.87355,True
1110,-156.31662_20.87591,True
1111,-156.31904_20.87853,True
1112,-156.31587_20.87505,True
1113,-156.31694_20.87488,True
1114,-156.31631_20.87328,True
1115,-156.31741_20.87376,True
1116,-156.31752_20.87558,True
1117,-156.31827_20.87529,True
1118,-156.31862_20.87625,True
1119,-156.31716_20.87329,True
1120,-156.31904_20.87724,True
1121,-156.32008_20.87669,True
1122,-156.31978_20.87597,True
1123,-156.31582_20.87785,True
1124,-156.31568_20.88063,True
1125,-156.31469_20.87952,True
1126,-156.31219_20.87954,True
1127,-156.31294_20.87810,True
1128,-156.31476_20.88125,True
1129,-156.31738_20.88214,True
1130,-156.31313_20.88026,True
1131,-156.31483_20.88045,True
1132,-156.31615_20.87882,True
1133,-156.31134_20.87768,True
1134,-156.31194_20.88417,True
1135,-156.31734_20.88414,True
1136,-156.31442_20.88286,True
1137,-156.31554_20.88310,True
1138,-156.30999_20.87933,True
1139,-156.31071_20.88037,True
1140,-156.31087_20.88154,True
1141,-156.31093_20.8821,True
1142,-156.30989_20.88353,True
1143,-156.30724_20.87993,True
1144,-156.30700_20.87726,True
1145,-156.30786_20.87877,True
1146,-156.30855_20.87830,True
1147,-156.30142_20.88227,True
1148,-156.30066_20.88147,True
1149,-156.30142_20.88126,True
1150,-156.30291_20.87388,True
1151,-156.30257_20.88127,True
1152,-156.30455_20.88389,True
1153,-156.30406_20.88288,True
1154,-156.30466_20.88194,True
1155,-156.30462_20.88154,True
1156,-156.32335_20.89625,True
1157,-156.32251_20.89496,True
1158,-156.32195_20.89456,True
1159,-156.32092_20.89340,True
1160,-156.32065_20.89294,True
1161,-156.32024_20.89254,True
1162,-156.31983_20.89213,True
1163,-156.31917_20.89114,True
1164,-156.31885_20.89069,True
1165,-156.31840_20.89008,True
1166,-156.31801_20.88953,True
1167,-156.31763_20.88900,True
1168,-156.31722_20.88849,True
1169,-156.31640_20.88780,True
1170,-156.31754_20.88743,True
1171,-156.31864_20.88707,True
1172,-156.31920_20.88689,True
1173,-156.31976_20.88663,True
1174,-156.31932_20.88850,True
1175,-156.31919_20.88927,True
1176,-156.31849_20.88823,True
1177,-156.32096_20.89191,True
1178,-156.32085_20.89120,True
1179,-156.31996_20.89056,True
1180,-156.32049_20.88887,True
1181,-156.32056_20.88824,True
1182,-156.32094_20.88698,True
1183,-156.32064_20.88625,True
1184,-156.32136_20.88616,True
1185,-156.32197_20.88595,True
1186,-156.32177_20.88466,True
1187,-156.32107_20.88481,True
1188,-156.32054_20.88505,True
1189,-156.31998_20.88522,True
1190,-156.31943_20.88540,True
1191,-156.31777_20.88594,True
1192,-156.31666_20.88630,True
1193,-156.31610_20.88647,True
1194,-156.31555_20.88666,True
1195,-156.32494_20.90742,True
1196,-156.32529_20.90852,True
1197,-156.32651_20.90745,True
1198,-156.32782_20.90975,True
1199,-156.28523_20.91345,True
1200,-156.28563_20.91899,True
1201,-156.28160_20.91126,True
1202,-156.28565_20.92304,True
1203,-156.28280_20.91047,True
1204,-156.28623_20.91559,True
1205,-156.28127_20.90808,True
1206,-156.28375_20.90786,True
1207,-156.28500_20.92081,True
1208,-156.28236_20.90692,True
1209,-156.28352_20.91304,True
1210,-156.28285_20.92154,True
1211,-156.28337_20.91485,True
1212,-156.28610_20.91666,True
1213,-156.28670_20.91888,True
1214,-156.28334_20.92309,True
1215,-156.28424_20.91507,True
1216,-156.28433_20.91573,True
1217,-156.28465_20.91681,True
1218,-156.28458_20.91787,True
1219,-156.28431_20.91845,True
1220,-156.28292_20.91894,True
1221,-156.28302_20.91959,True
1222,-156.28207_20.91936,True
1223,-156.28127_20.91944,True
1224,-156.28321_20.91576,True
1225,-156.28374_20.91633,True
1226,-156.28326_20.91789,True
1227,-156.28219_20.91811,True
1228,-156.28589_20.91967,True
1229,-156.28268_20.91481,True
1230,-156.28224_20.91557,True
1231,-156.28153_20.91590,True
1232,-156.28048_20.91512,True
1233,-156.28085_20.91372,True
1234,-156.28187_20.91425,True
1235,-156.28157_20.91348,True
1236,-156.28157_20.91271,True
1237,-156.28231_20.91210,True
1238,-156.28254_20.91279,True
1239,-156.28495_20.92273,True
1240,-156.28482_20.92357,True
1241,-156.28440_20.92410,True
1242,-156.28279_20.92416,True
1243,-156.28198_20.92356,True
1244,-156.28365_20.91385,True
1245,-156.28396_20.92194,True
1246,-156.28168_20.92122,True
1247,-156.28135_20.92017,True
1248,-156.28212_20.92037,True
1249,-156.28262_20.92077,True
1250,-156.28329_20.92073,True
1251,-156.28450_20.92010,True
1252,-156.28165_20.92177,True
1253,-156.28601_20.91439,True
1254,-156.27922_20.90710,True
1255,-156.28122_20.91027,True
1256,-156.27994_20.90907,True
1257,-156.28644_20.92572,True
1258,-156.28309_20.92641,True
1259,-156.28310_20.92903,True
1260,-156.28414_20.92627,True
1261,-156.28049_20.90408,True
1262,-156.27976_20.90279,True
1263,-156.27696_20.89949,True
1264,-156.27677_20.89898,True
1265,-156.27696_20.89627,True
1266,-156.27829_20.89587,True
1267,-156.27792_20.89806,True
1268,-156.27815_20.89892,True
1269,-156.27842_20.90000,True
1270,-156.28015_20.90346,True
1271,-156.28547_20.91222,True
1272,-156.28393_20.91009,True
1273,-156.28398_20.90981,True
1274,-156.28493_20.91070,True
1275,-156.54102_20.96664,True
1276,-156.54118_20.96793,True
1277,-156.54091_20.97039,True
1278,-156.53992_20.97100,True
1279,-156.54118_20.97209,True
1280,-156.54069_20.97313,True
1281,-156.53940_20.97267,True
1282,-156.53894_20.97223,True
1283,-156.54451_20.96316,True
1284,-156.54424_20.96436,True
1285,-156.54171_20.96599,True
1286,-156.54559_20.96259,True
1287,-156.52387_20.93079,True
1288,-156.51507_20.94852,True
1289,-156.51951_20.94212,True
1290,-156.51790_20.94301,True
1291,-156.51922_20.94040,True
1292,-156.51438_20.91062,True
1293,-156.51081_20.91059,True
1294,-156.51698_20.91489,True
1295,-156.51443_20.91132,True
1296,-156.53515_20.88291,True
1297,-156.53379_20.88404,True
1298,-156.51416_20.88531,True
1299,-156.51435_20.88497,True
1300,-156.51767_20.88362,True
1301,-156.51364_20.88583,True
1302,-156.51505_20.88487,True
1303,-156.51557_20.88468,True
1304,-156.52103_20.88215,True
1305,-156.52047_20.88279,True
1306,-156.52056_20.88251,True
1307,-156.52033_20.88221,True
1308,-156.52055_20.88219,True
1309,-156.51816_20.88301,True
1310,-156.52136_20.88238,True
1311,-156.52130_20.88210,True
1312,-156.52082_20.88217,True
1313,-156.49744_20.85756,True
1314,-156.52558_20.88247,True
1315,-156.52372_20.88207,True
1316,-156.52321_20.88198,True
1317,-156.52877_20.88290,True
1318,-156.53032_20.88373,True
1319,-156.51493_20.85820,True
1320,-156.50825_20.86009,True
1321,-156.50768_20.85995,True
1322,-156.50665_20.85977,True
1323,-156.50534_20.85964,True
1324,-156.50592_20.85978,True
1325,-156.50629_20.85903,True
1326,-156.50633_20.85865,True
1327,-156.51663_20.87625,True
1328,-156.51640_20.87603,True
1329,-156.51668_20.87493,True
1330,-156.51682_20.87518,True
1331,-156.51696_20.87542,True
1332,-156.51753_20.87694,True
1333,-156.51779_20.87680,True
1334,-156.51764_20.87593,True
1335,-156.51816_20.87553,True
1336,-156.51862_20.87642,True
1337,-156.51850_20.87594,True
1338,-156.51597_20.87493,True
1339,-156.51552_20.87416,True
1340,-156.51569_20.87388,True
1341,-156.51587_20.87334,True
1342,-156.51593_20.87309,True
1343,-156.51660_20.87369,True
1344,-156.51770_20.87418,True
1345,-156.51600_20.87360,True
1346,-156.51580_20.87447,True
1347,-156.51555_20.87227,True
1348,-156.51436_20.87086,True
1349,-156.51425_20.87058,True
1350,-156.51405_20.87030,True
1351,-156.51512_20.86975,True
1352,-156.50918_20.85757,True
1353,-156.48713_20.87067,True
1354,-156.49086_20.88250,True
1355,-156.61257_20.95371,True
1356,-156.63626_20.94900,True
1357,-156.63686_20.86980,True
1358,-156.63474_20.86172,True
1359,-156.63359_20.85946,True
1360,-156.63246_20.85669,True
1361,-156.63074_20.85434,True
1362,-156.64055_20.85308,True
1363,-156.63989_20.85325,True
1364,-156.63898_20.85327,True
1365,-156.63727_20.85386,True
1366,-156.63787_20.85252,True
1367,-156.63893_20.85784,True
1368,-156.63750_20.85722,True
1369,-156.63665_20.85808,True
1370,-156.63572_20.85712,True
1371,-156.63123_20.85271,True
1372,-156.64097_20.85502,True
1373,-159.38319_22.06290,True
1374,-159.38456_22.06385,True
1375,-159.37593_21.97318,True
1376,-159.38376_22.06305,True
1377,-159.37785_22.05646,True
1378,-159.37770_22.05679,True
1379,-159.37778_22.05450,True
1380,-159.37668_22.05470,True
1381,-159.37109_22.05560,True
1382,-159.37002_22.05496,True
1383,-159.37807_22.06869,True
1384,-159.35559_22.08986,True
1385,-159.37959_22.10332,True
1386,-159.32544_22.10184,True
1387,-159.32398_22.10324,True
1388,-159.50406_21.93054,True
1389,-159.47412_21.91500,True
1390,-159.38225_22.06468,True
1391,-159.37678_22.06450,True
1392,-159.37771_22.06470,True
1393,-159.36236_22.06906,True
1394,-159.36229_22.06934,True
1395,-159.37337_22.06851,True
1396,-159.36191_22.06732,True
1397,-159.36211_22.06794,True
1398,-159.33024_22.09890,True
1399,-159.33801_22.08967,True
1400,-159.32532_22.08542,True
1401,-159.32278_22.10119,True
1402,-159.34000_22.10189,True
1403,-159.32992_22.08121,True
1404,-159.32813_22.08156,True
1405,-159.32687_22.08231,True
1406,-159.33461_22.09988,True
1407,-159.33545_22.09996,True
1408,-159.33171_22.10066,True
1409,-159.33305_22.10971,True
1410,-159.31286_22.13298,True
1411,-159.35926_22.18886,True
1412,-159.35409_22.19831,True
1413,-159.43746_22.17940,True
1414,-159.38051_22.06202,True
1415,-159.36304_22.06278,True
1416,-159.37810_22.05612,True
1417,-159.35380_22.19794,True
1418,-159.38288_22.05460,True
1419,-159.38242_22.06296,True
1420,-159.38093_22.05610,True
1421,-159.38334_22.05441,True
1422,-159.37698_22.05566,True
1423,-159.37088_22.05538,True
1424,-159.33540_22.08455,True
1425,-159.36123_22.06842,True
1426,-159.37743_22.10255,True
1427,-159.37734_22.10444,True
1428,-159.37853_22.10330,True
1429,-159.35991_22.08833,True
1430,-159.36153_22.08864,True
1431,-159.32481_22.10290,True
1432,-159.32664_22.10482,True
1433,-159.32959_22.09872,True
1434,-159.50417_21.92524,True
1435,-159.46269_21.90946,True
1436,-159.39970_21.96736,True
1437,-159.37519_21.97288,True
1438,-159.36599_22.05709,True
1439,-159.37580_22.05579,True
1440,-159.37663_22.05624,True
1441,-159.37835_22.05613,True
1442,-159.38387_22.05452,True
1443,-159.38318_22.05659,True
1444,-159.36386_22.08852,True
1445,-159.36098_22.06933,True
1446,-159.37525_22.06994,True
1447,-159.36301_22.06607,True
1448,-159.36484_22.06774,True
1449,-159.35516_22.08714,True
1450,-159.36117_22.09009,True
1451,-159.36046_22.08902,True
1452,-159.33413_22.08626,True
1453,-159.33995_22.08875,True
1454,-159.34120_22.09026,True
1455,-159.32760_22.08585,True
1456,-159.34040_22.10272,True
1457,-159.34015_22.10293,True
1458,-159.33102_22.08341,True
1459,-159.33004_22.08714,True
1460,-159.32948_22.08627,True
1461,-159.32685_22.08370,True
1462,-159.32968_22.08378,True
1463,-159.32693_22.08320,True
1464,-159.33070_22.08212,True
1465,-159.33646_22.10201,True
1466,-159.33310_22.09997,True
1467,-159.35519_22.19434,True
1468,-159.42333_22.18245,True
1469,-159.38270_22.06222,True
1470,-159.38240_22.06153,True
1471,-159.38180_22.06218,True
1472,-159.35934_22.06715,True
1473,-159.37628_22.05700,True
1474,-159.33136_22.09983,True
1475,-159.31226_22.13357,True
1476,-159.46232_21.91282,True
1477,-159.37659_22.06918,True
1478,-159.32646_22.09993,True
1479,-159.32320_22.10348,True
1480,-159.46594_21.91586,True
1481,-159.47246_21.91412,True
1482,-159.46587_21.91200,True
1483,-159.46284_21.90886,True
1484,-159.36708_22.05531,True
1485,-159.37275_22.05478,True
1486,-159.37483_22.05544,True
1487,-159.37673_22.05688,True
1488,-159.37980_22.06248,True
1489,-159.38536_22.06588,True
1490,-159.37914_22.06746,True
1491,-159.37814_22.06730,True
1492,-159.36223_22.06961,True
1493,-159.37410_22.06830,True
1494,-159.36249_22.06457,True
1495,-159.35744_22.08735,True
1496,-159.34251_22.09065,True
1497,-159.34060_22.09064,True
1498,-159.34302_22.08993,True
1499,-159.34370_22.09076,True
1500,-159.32143_22.10175,True
1501,-159.32601_22.08311,True
1502,-159.32516_22.08284,True
1503,-159.32891_22.08179,True
1504,-159.32785_22.08275,True
1505,-159.32728_22.08258,True
1506,-159.32960_22.08194,True
1507,-159.33385_22.09938,True
1508,-159.35402_22.19543,True
1509,-159.38132_22.06249,True
1510,-159.36032_22.06389,True
1511,-159.43219_22.17107,True
1512,-159.37887_22.05688,True
1513,-159.37182_22.05743,True
1514,-159.37671_22.05557,True
1515,-159.37048_22.05616,True
1516,-159.37566_22.06814,True
1517,-159.37326_22.06474,True
1518,-159.38140_22.10257,True
1519,-159.37866_22.10502,True
1520,-159.32526_22.09981,True
1521,-159.34055_22.10407,True
1522,-159.50189_21.92851,True
1523,-159.50360_21.92602,True
1524,-159.46248_21.90737,True
1525,-159.46035_21.90923,True
1526,-159.45994_21.90889,True
1527,-159.46441_21.90927,True
1528,-159.46688_21.91240,True
1529,-159.46353_21.91181,True
1530,-159.46083_21.90768,True
1531,-159.37870_22.06305,True
1532,-159.37447_21.96998,True
1533,-159.37512_22.05554,True
1534,-159.37540_22.05564,True
1535,-159.37854_22.05622,True
1536,-159.38199_22.05576,True
1537,-159.37604_22.05524,True
1538,-159.37585_22.05489,True
1539,-159.38279_22.06386,True
1540,-159.37933_22.06604,True
1541,-159.38026_22.06771,True
1542,-159.36505_22.06630,True
1543,-159.36655_22.06683,True
1544,-159.37728_22.06711,True
1545,-159.37646_22.06691,True
1546,-159.36217_22.06989,True
1547,-159.36733_22.07014,True
1548,-159.35823_22.08800,True
1549,-159.35580_22.08847,True
1550,-159.32100_22.10002,True
1551,-159.32159_22.10239,True
1552,-159.32174_22.10221,True
1553,-159.32607_22.08295,True
1554,-159.32734_22.08340,True
